,video_id,thumnail_url,features
1259,1IQBkQIg5R0,https://i.ytimg.com/vi/1IQBkQIg5R0/default.jpg,"[[[[ 7.6348104  0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]]

  [[48.20946    0.         0.        ...  0.         0.
     0.       ]
   [36.15333    0.         0.        ...  6.0543957  0.
     0.       ]
   [ 1.2511514  0.         0.        ...  0.         0.
     0.       ]]]]"
1260,nG2xJkFQRAQ,https://i.ytimg.com/vi/nG2xJkFQRAQ/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     9.886314 ]
   [ 0.         0.         0.        ... 21.519665   0.
    28.555857 ]]

  [[ 0.         0.         0.        ... 19.940569   0.
     2.5923033]
   [ 0.         0.         0.        ... 17.938454   0.
    37.343174 ]
   [25.767319   0.         0.        ... 61.860046   0.
    59.85462  ]]]]"
1261,PPH_VMc1MUc,https://i.ytimg.com/vi/PPH_VMc1MUc/default.jpg,"[[[[0.       0.       0.       ... 0.       0.       0.      ]
   [0.       0.       0.       ... 0.       0.       0.      ]
   [0.       0.       0.       ... 0.       0.       0.      ]]

  [[0.       0.       0.       ... 0.       0.       0.      ]
   [0.       0.       0.       ... 0.       0.       0.      ]
   [0.       0.       0.       ... 0.       0.       8.692548]]]]"
1262,pgmHkfvGYnY,https://i.ytimg.com/vi/pgmHkfvGYnY/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.       10.792229]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.       14.226708]
   [ 0.        0.        0.       ...  0.        0.       58.45622 ]]]]"
1263,hhKn0WUby_M,https://i.ytimg.com/vi/hhKn0WUby_M/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]
   [13.565045   0.         0.        ...  0.         6.6127577
     1.2624207]]

  [[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [18.787897   0.         0.        ...  0.         0.
     0.       ]
   [28.179964   0.         0.        ...  0.         0.
     3.6066144]]]]"
1264,u3JcNUKX308,https://i.ytimg.com/vi/u3JcNUKX308/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.8178918
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
    10.3467   ]]

  [[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ... 25.71653    0.
    13.884497 ]]]]"
1265,ckTIj8BEPok,https://i.ytimg.com/vi/ckTIj8BEPok/default.jpg,"[[[[ 0.       13.993472  0.       ...  0.        0.       29.501387]
   [ 0.        0.        0.       ...  0.        0.       35.140446]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]

  [[19.887062 19.834124  0.       ...  0.        0.       12.830877]
   [ 0.        0.        0.       ...  0.        0.       20.687433]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]]]"
1266,NfHiWPdYEvA,https://i.ytimg.com/vi/NfHiWPdYEvA/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        8.316831]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ... 99.199066  0.       29.771753]
   [ 0.        0.        0.       ... 67.6765    0.       20.618444]]]]"
1267,o7usSKE5Kpc,https://i.ytimg.com/vi/o7usSKE5Kpc/default.jpg,"[[[[ 0.        0.        0.       ...  0.       10.422082  0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.       19.919874 ...  0.        0.       25.588215]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        8.192822 ...  0.        0.        0.      ]
   [ 0.        0.       40.45169  ...  0.        0.       54.656002]]]]"
1268,Hjzw5WDpGbA,https://i.ytimg.com/vi/Hjzw5WDpGbA/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  3.5208788  0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]]

  [[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ... 62.013355  10.992977
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]]]]"
1269,UfcXd1h3xwI,https://i.ytimg.com/vi/UfcXd1h3xwI/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [13.970708  0.        0.       ...  0.        0.        8.556565]
   [ 0.        0.        0.       ...  0.        0.       35.01345 ]]]]"
1270,d28vatk1iUc,https://i.ytimg.com/vi/d28vatk1iUc/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.       10.324501]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]]]"
1271,_fbfUr5AIOA,https://i.ytimg.com/vi/_fbfUr5AIOA/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.       15.180382]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        3.69032  ...  0.        0.        0.      ]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.       10.97302 ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]]]"
1272,TqM2PFxjEvc,https://i.ytimg.com/vi/TqM2PFxjEvc/default.jpg,"[[[[  0.        0.        0.      ...   0.        0.        0.     ]
   [  0.        0.        0.      ...   0.        0.        0.     ]
   [  0.        0.        0.      ...   0.        0.      139.01418]]

  [[  0.        0.        0.      ...   0.        0.        0.     ]
   [  0.        0.        0.      ...   0.        0.        0.     ]
   [  0.        0.        0.      ...   0.        0.      145.53772]]]]"
1273,A-Wk3Qh2_ns,https://i.ytimg.com/vi/A-Wk3Qh2_ns/default.jpg,"[[[[  0.         0.         0.       ...   0.         0.
      0.      ]
   [  0.         0.         0.       ...   0.         0.
     36.254456]
   [  0.         0.         0.       ...   0.         0.
     26.817095]]

  [[  0.         0.         0.       ...   0.         0.
     46.08212 ]
   [  0.         0.         0.       ...   0.         0.
    135.7707  ]
   [  0.         0.         0.       ...   0.         0.
    110.59307 ]]]]"
1274,YWqxF-67YRI,https://i.ytimg.com/vi/YWqxF-67YRI/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.       17.761427]
   [ 0.        0.        0.       ...  0.        0.       26.391235]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]]]"
1275,JF0gTt4OSGU,https://i.ytimg.com/vi/JF0gTt4OSGU/default.jpg,"[[[[ 0.         0.         1.4440839 ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]]

  [[ 0.         0.        37.57255   ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]]]]"
1276,ZjLsC4sPyPw,https://i.ytimg.com/vi/ZjLsC4sPyPw/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
    22.554619 ]
   [ 0.         0.         0.        ...  0.         0.
    23.560167 ]
   [ 0.         0.         0.        ...  0.         0.
    10.262983 ]]

  [[ 0.        14.823897   0.        ... 19.108007   0.
     5.852555 ]
   [ 0.         0.         0.        ...  3.579556   0.
     6.2629495]
   [ 0.         0.         0.        ... 11.686478   0.
    43.919834 ]]]]"
1277,JvxnlR1BaEU,https://i.ytimg.com/vi/JvxnlR1BaEU/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.       33.878292]]]]"
1278,HDOP3Z69TMc,https://i.ytimg.com/vi/HDOP3Z69TMc/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.       17.039568]
   [ 0.        0.        0.       ...  0.        0.       22.768854]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 9.708579  0.        0.       ... 41.54393   0.       31.34956 ]
   [ 0.        0.        0.       ... 93.75351   0.       38.83327 ]]]]"
1279,YUTT-RG1vU8,https://i.ytimg.com/vi/YUTT-RG1vU8/default.jpg,"[[[[ 0.         0.         0.        ...  0.         2.6252053
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]]

  [[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
    20.842026 ]]]]"
1280,s7_YuDdLIfY,https://i.ytimg.com/vi/s7_YuDdLIfY/default.jpg,"[[[[0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]]

  [[0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]]]]"
1281,R3CFm7n5xf4,https://i.ytimg.com/vi/R3CFm7n5xf4/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     6.9644375]
   [ 0.         0.         0.        ...  0.         0.
     1.1501944]]

  [[ 0.         0.         0.        ...  0.         0.
     6.3120313]
   [24.434608   0.         0.        ...  0.         0.
    31.004568 ]
   [11.407119   0.         0.        ...  0.         0.
     0.       ]]]]"
1282,NGXxkXkNuLE,https://i.ytimg.com/vi/NGXxkXkNuLE/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         5.051234
    19.58527  ]
   [ 0.         0.         0.        ...  0.         7.193466
     0.       ]]

  [[ 0.         0.         0.        ...  0.         0.
     4.4527745]
   [ 0.         0.         0.        ...  0.         0.
    59.226936 ]
   [ 0.         0.         0.        ...  0.         0.
    18.420689 ]]]]"
1283,ncgFq3VUprA,https://i.ytimg.com/vi/ncgFq3VUprA/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.       26.982382]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]

  [[ 0.        0.        0.       ...  0.        0.       30.137392]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [72.917274  0.        0.       ...  0.        0.        0.      ]]]]"
1284,#NAME?,https://i.ytimg.com/vi/-vGqu-SqbPM/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [28.022135  0.        0.       ...  0.        0.        0.      ]]]]"
1285,f7TCzxOS6H4,https://i.ytimg.com/vi/f7TCzxOS6H4/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         5.034593
     4.9935913]]

  [[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
    11.178367 ]
   [ 0.         0.         0.        ...  0.         0.
    19.128544 ]]]]"
1286,vpD0k9oebI4,https://i.ytimg.com/vi/vpD0k9oebI4/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        8.23286 ]
   [ 0.        0.        0.       ... 11.354931  0.        0.      ]]]]"
1287,vVeiqXFN16c,https://i.ytimg.com/vi/vVeiqXFN16c/default.jpg,"[[[[0.         0.         0.         ... 0.         0.
    0.        ]
   [0.         0.         0.         ... 0.         0.53809595
    0.        ]
   [0.         0.         0.         ... 0.         0.
    0.        ]]

  [[0.         0.         0.         ... 0.         0.
    0.        ]
   [0.         0.         0.         ... 0.         0.
    0.        ]
   [0.         0.         0.         ... 0.         0.
    0.        ]]]]"
1288,dDj2LvKoVwM,https://i.ytimg.com/vi/dDj2LvKoVwM/default.jpg,"[[[[  0.          0.          0.        ...   0.          0.
      0.       ]
   [  0.          0.          0.        ...   0.          0.
     46.717724 ]
   [  0.          0.          0.        ...   0.          0.
      2.3668857]]

  [[  0.          0.          0.        ...   8.451767    0.
     58.29738  ]
   [  0.          0.          0.        ...   0.          0.
    105.158424 ]
   [  0.          0.          0.        ...   0.          0.
     60.998753 ]]]]"
1289,chil75Ip-3w,https://i.ytimg.com/vi/chil75Ip-3w/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]

  [[ 0.        0.        0.       ... 24.362389  0.        0.      ]
   [30.100126  0.        0.       ... 55.70721   0.        0.      ]
   [ 0.        0.        0.       ... 72.20223   0.        0.      ]]]]"
1290,FwEeQWAe4T4,https://i.ytimg.com/vi/FwEeQWAe4T4/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.       32.275723]
   [ 0.        0.        0.       ...  5.056229  0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]

  [[ 0.        0.        0.       ... 15.720639  0.       55.139835]
   [ 0.        0.        0.       ... 55.928577  0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]]]"
1291,DKyt-_7_5LM,https://i.ytimg.com/vi/DKyt-_7_5LM/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]]

  [[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ... 13.414692   0.
     1.7361264]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]]]]"
1292,1CG3GFNEXtI,https://i.ytimg.com/vi/1CG3GFNEXtI/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ... 20.156353  0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]]]"
1293,vXM0VzI2N4U,https://i.ytimg.com/vi/vXM0VzI2N4U/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         1.3596153
     0.       ]
   [ 0.         0.         0.        ...  0.         5.6218486
     0.       ]]

  [[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 2.1345792 25.195581   0.        ...  0.         0.
     0.       ]
   [ 4.633257  16.406849   0.        ...  0.         0.
     0.       ]]]]"
1294,uXbw0UAv8Lo,https://i.ytimg.com/vi/uXbw0UAv8Lo/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
    28.87449  ]
   [ 0.         0.         0.        ...  0.         7.0222664
    40.64496  ]]

  [[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
    37.967506 ]
   [ 0.         0.         0.        ...  0.         0.
    62.410492 ]]]]"
1295,l9msHP5XzNI,https://i.ytimg.com/vi/l9msHP5XzNI/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.       37.43554 ]
   [ 0.        0.        0.       ...  0.        0.       36.131977]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        9.903603]
   [ 0.        0.        0.       ...  0.        0.       44.036907]]]]"
1296,CSbpYCcFQPA,https://i.ytimg.com/vi/CSbpYCcFQPA/default.jpg,"[[[[  0.          0.          0.        ...   0.          0.
    132.21042  ]
   [  0.          0.          0.        ...   0.          0.
    134.35603  ]
   [  0.          0.          0.        ...   0.          0.
      4.64145  ]]

  [[ 11.840021    0.          1.2299528 ...   0.          0.
    119.330154 ]
   [ 22.762087    0.         44.4048    ...   0.          0.
    124.99247  ]
   [  0.          0.          0.        ...   0.          0.
      1.6992836]]]]"
1297,GH60ByPJy2s,https://i.ytimg.com/vi/GH60ByPJy2s/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
    44.865356 ]
   [ 0.         0.         0.        ...  0.         0.
    57.502167 ]
   [ 0.         0.         0.        ...  0.         0.
    59.26799  ]]

  [[ 0.         0.         0.        ...  0.         0.
     7.7132916]
   [ 0.         0.         0.        ...  0.         0.
    35.982395 ]
   [ 0.         0.         0.        ...  0.         0.
    64.61148  ]]]]"
1298,THra7Fvx9Gs,https://i.ytimg.com/vi/THra7Fvx9Gs/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]]

  [[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     2.0027812]
   [ 0.         0.         0.        ...  0.         0.
    12.3243065]]]]"
1299,9x95Mpz47Gc,https://i.ytimg.com/vi/9x95Mpz47Gc/default.jpg,"[[[[  0.         0.         0.       ...   0.         0.
      7.575045]
   [  0.         0.         0.       ...   0.         0.
     33.24425 ]
   [  0.         0.         0.       ...   0.         0.
     20.24002 ]]

  [[  0.         0.         0.       ...   0.         0.
     85.43224 ]
   [  0.         0.         0.       ...   0.         0.
    115.30414 ]
   [  0.         0.         0.       ...   0.         0.
     84.59558 ]]]]"
1300,TETMVxmvcTA,https://i.ytimg.com/vi/TETMVxmvcTA/default.jpg,"[[[[  0.          0.          0.        ...   0.          0.
      0.       ]
   [  0.          0.          0.        ...   0.          0.
     58.307537 ]
   [  0.          0.          0.        ...   0.          0.
     54.482468 ]]

  [[  0.          8.702279    0.        ...   6.1235557   0.
     11.086854 ]
   [ 22.78671     0.          0.        ...   0.          0.
    111.04508  ]
   [ 20.09695     0.          0.        ...   0.          0.
     87.73312  ]]]]"
1301,IOFf-6Jg-GM,https://i.ytimg.com/vi/IOFf-6Jg-GM/default.jpg,"[[[[0.        0.        0.        ... 0.        0.        7.107093 ]
   [0.        0.        0.        ... 0.        0.        4.0039673]
   [0.        0.        0.        ... 0.        0.        0.       ]]

  [[0.        0.        0.        ... 0.        0.        0.       ]
   [0.        0.        0.        ... 0.        0.        0.       ]
   [0.        0.        0.        ... 0.        0.        0.       ]]]]"
1302,H2Ksts_gT1A,https://i.ytimg.com/vi/H2Ksts_gT1A/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]

  [[ 0.        0.        0.       ... 23.60611   0.        0.      ]
   [14.786089  0.        0.       ... 21.864237  0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]]]"
1303,Jt1FFRNBoqw,https://i.ytimg.com/vi/Jt1FFRNBoqw/default.jpg,"[[[[  0.          0.          0.        ...   0.          0.
     30.835335 ]
   [  0.          0.          0.        ...   0.          0.
     10.35876  ]
   [  0.          0.          0.        ...   0.          0.
     17.257095 ]]

  [[  0.          0.          0.        ...   0.          0.
      0.       ]
   [  0.          0.          0.9658163 ...  19.373802    0.
     30.609789 ]
   [  0.          0.          0.        ...   0.          0.
    105.06094  ]]]]"
1304,oi2h1Zfr7fs,https://i.ytimg.com/vi/oi2h1Zfr7fs/default.jpg,"[[[[0.        0.        0.        ... 0.        0.        6.954609 ]
   [0.        0.        0.        ... 0.        0.        0.       ]
   [0.        0.        0.        ... 0.        0.        0.       ]]

  [[0.        0.        0.        ... 0.        1.9582686 0.       ]
   [0.        0.        0.        ... 0.        0.        0.       ]
   [0.        0.        0.        ... 0.        0.        0.       ]]]]"
1305,1g6W8Bj4zIo,https://i.ytimg.com/vi/1g6W8Bj4zIo/default.jpg,"[[[[  0.         0.         0.       ...   0.         0.
    120.16754 ]
   [  0.         0.         0.       ...   0.         0.
    119.55066 ]
   [  0.         0.         0.       ...   0.         0.
     55.122215]]

  [[  0.         0.         0.       ...   0.         0.
     84.84268 ]
   [  0.         0.         0.       ...   0.         0.
     67.32659 ]
   [  0.         0.         0.       ...   0.         0.
     44.897045]]]]"
1306,DTSD9tjkH1g,https://i.ytimg.com/vi/DTSD9tjkH1g/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
    25.28858  ]
   [ 0.         0.         0.        ...  0.         0.
    60.64196  ]
   [ 0.         0.         0.        ...  0.         0.
    24.545328 ]]

  [[ 0.         0.         1.5825388 ...  0.         0.
    68.3275   ]
   [ 0.         0.         0.        ...  0.8937393  0.
    92.628654 ]
   [ 0.         0.         0.        ...  0.         0.
    39.195976 ]]]]"
1307,Eb9iC9VCB4M,https://i.ytimg.com/vi/Eb9iC9VCB4M/default.jpg,"[[[[0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]]

  [[0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]
   [0. 0. 0. ... 0. 0. 0.]]]]"
1308,zmUmyK5hxKU,https://i.ytimg.com/vi/zmUmyK5hxKU/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]

  [[ 0.        0.        0.       ...  0.        0.       11.330391]
   [ 0.        0.        0.       ...  0.        0.       39.524193]
   [ 0.        0.        0.       ...  8.102239  0.       28.682774]]]]"
1309,G-RKRRslvGg,https://i.ytimg.com/vi/G-RKRRslvGg/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.       26.898838]
   [ 0.        0.        0.       ... 46.67307   0.        0.      ]]]]"
1310,d5XTDmm0KUQ,https://i.ytimg.com/vi/d5XTDmm0KUQ/default.jpg,"[[[[  0.          0.          0.        ...   0.          0.
     43.536236 ]
   [  0.          0.          0.        ...   0.          0.
     39.27023  ]
   [  0.          0.          0.        ...   0.          0.
      7.4521375]]

  [[  0.          0.          0.        ...   0.          0.
    116.38906  ]
   [  0.          0.          0.        ...   0.          0.
    124.46169  ]
   [  0.          0.          0.        ...   0.          0.
     72.505104 ]]]]"
1311,4SL8XgDkaX8,https://i.ytimg.com/vi/4SL8XgDkaX8/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]]

  [[14.16937    0.        22.277893  ...  0.         0.
     0.       ]
   [ 0.         0.         4.4320116 ... 32.633      0.
    25.562038 ]
   [ 0.         0.         0.        ...  0.         0.
    49.007263 ]]]]"
1312,ZOFatKD0Vzo,https://i.ytimg.com/vi/ZOFatKD0Vzo/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     6.8293343]
   [ 0.         0.         0.        ...  0.         0.
    88.039406 ]
   [ 0.         0.         0.        ...  0.         0.
    83.36016  ]]

  [[ 0.        13.395994   0.        ...  0.         0.
    14.173957 ]
   [ 0.        18.521532   4.9673486 ...  0.         0.
    74.04814  ]
   [ 0.         0.         5.6034265 ...  0.         0.
    46.81762  ]]]]"
1313,Bs1jHoDh5WY,https://i.ytimg.com/vi/Bs1jHoDh5WY/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
    22.32058  ]
   [ 0.         0.         7.0880184 ...  0.         0.
    32.44597  ]]

  [[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 3.4790573  0.         0.        ...  0.         0.
     0.       ]
   [21.570385   0.         0.        ...  0.         0.
    22.505869 ]]]]"
1314,U85KTBfUB9Y,https://i.ytimg.com/vi/U85KTBfUB9Y/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     0.       ]
   [ 0.         0.         0.        ...  0.         0.
    12.266581 ]
   [ 0.         0.         0.        ...  0.         0.
     0.       ]]

  [[ 5.7186213  0.         0.        ...  0.         0.
     0.       ]
   [23.869616   0.         0.        ...  3.259045   0.
     0.       ]
   [22.719307   0.         0.        ... 22.11236    0.
    51.2647   ]]]]"
1315,_LhxG51dFew,https://i.ytimg.com/vi/_LhxG51dFew/default.jpg,"[[[[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ...  0.        0.       17.446383]]

  [[ 0.        0.        0.       ...  0.        0.        0.      ]
   [ 0.        0.        0.       ... 25.685373  0.        0.      ]
   [ 0.        0.        0.       ... 44.415977  0.        0.      ]]]]"
1316,MreLHqY1waA,https://i.ytimg.com/vi/MreLHqY1waA/default.jpg,"[[[[0.        0.        0.        ... 0.        0.        0.       ]
   [0.        0.        0.        ... 0.        0.        0.       ]
   [0.        0.        0.        ... 0.        9.762277  0.       ]]

  [[0.        8.791365  0.        ... 0.        0.        5.370701 ]
   [0.        0.        0.        ... 0.        0.        0.       ]
   [0.        0.        0.        ... 6.0153384 0.        0.       ]]]]"
1317,DbLT8XBNCNg,https://i.ytimg.com/vi/DbLT8XBNCNg/default.jpg,"[[[[  0.         0.         0.       ...   0.         0.
     71.24433 ]
   [  0.         0.         0.       ...   0.         0.
    126.99838 ]
   [  0.         0.         0.       ...   0.         0.
    139.777   ]]

  [[  0.         0.         0.       ...   0.         0.
    144.66942 ]
   [  0.         0.         0.       ...   0.         0.
    196.40909 ]
   [  0.         0.        12.201028 ...   0.         0.
    199.80966 ]]]]"
1318,eEvjPwb8y4U,https://i.ytimg.com/vi/eEvjPwb8y4U/default.jpg,"[[[[ 0.         0.         0.        ...  0.         0.
     1.1113597]
   [ 0.         0.         0.        ...  0.         0.
    77.39489  ]
   [ 0.         0.         0.        ...  0.         0.
    69.2573   ]]

  [[ 0.         0.         0.        ...  0.         0.
    15.171228 ]
   [ 0.         0.         0.        ...  0.         0.
    79.37395  ]
   [ 0.         0.         0.        ...  0.         0.
    76.2029   ]]]]"
